,Stock Name,Change,Date,QT,Sector,Market Cap,Ticker Twitter Sentiment,Company Name Twitter Sentiment,Week's Headline Sentiment,Month's Headline Sentiment,Quarter's Headline Sentiment,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Company,Industry,Country,P/E,Price,Volume,EPS Time,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Fwd P/E,P/B,P/C,P/FCF,P/S,PEG,Sales past 5Y,Curr R,Debt/Eq,Divident,Earnings,Gross M,LTDebt/Eq,Oper M,Profit M,Quick R,ROA,ROE,ROI,Avg Volume,Float,Float Short,Insider Own,Insider Trans,Inst Own,Inst Trans,Outstanding,Short Ratio,Perf Half,Perf Month,Perf Quart,Perf Week,Perf YTD,Perf Year,Recom,Rel Volume,Volatility M,Volatility W,52W High,52W Low,ATR,Beta,Gap,RSI,SMA20,SMA200,SMA50,from Open,pricediff,results
124,EAF,-8.52%,February5,1,Industrial Goods,3300000000.0,0.1246116591558218,,0.017520658970170192,0.051693547082322766,0.009833983075736795,3-Hold ,HOLD,,D,GrafTech International Ltd.,Diversified Machinery,USA,4.01,11.36,587462.0,Tomorrow Before Market EPS,-5.65,-13.83,74.6,717.1,5.12,,8.67,1.66,1.73,,10.2,3.6,,3.08,Feb 06/b,58.9,,54.2,41.9,2.5,48.5,-97.6,91.7,2440000.0,289510000.0,5.46,,,,0.15,299250000.0,6.49,4.25,-1.69,-10.02,-1.87,-4.99,-16.8,2.7,0.65,4.15,3.71,-25.86,18.54,0.46,,1.99,47.28,-0.7,-4.11,-6.29,1.07,-8.52,0
125,EIGI,10.40%,February5,1,Technology,676440000.0,0.0003582152112358017,0.00028395634899425204,0.0006761485359068805,0.0010160313981032233,0.006837267418880153,5-Strong Sell ,HOLD,,D,"Endurance International Group Holdings, Inc.",Application Software,USA,,4.73,58309.0,Tomorrow Before Market EPS,15.23,41.7,15.1,103.4,,3.81,8.01,5.92,0.6,,17.1,0.4,9.74,,Feb 06/b,56.0,9.55,11.2,-0.8,0.4,-0.3,-5.3,7.7,293640.0,73500000.0,4.11,2.3,-0.49,88.5,-0.22,145470000.0,10.3,-4.52,-2.92,22.37,2.42,-1.06,-42.09,3.3,0.6,3.13,4.67,-44.43,35.04,0.18,1.31,1.51,51.02,-3.23,2.45,4.99,0.42,10.4,1
126,ABBV,4.91%,February6,1,Healthcare,129320000000.0,0.0010636189981596542,-0.01778870872632459,0.03430224080403832,-0.00906503626760241,-0.00906503626760241,4-Sell ,BUY,,C,AbbVie Inc.,Drug Manufacturers - Major,USA,38.8,86.87,2584490.0,Tomorrow Before Market EPS,3.67,6.25,7.6,4.8,9.14,,12.14,19.28,3.93,10.58,11.8,1.2,,5.45,Feb 07/b,77.0,,20.0,9.8,1.0,5.6,-39.1,21.8,7980000.0,1480000000.0,5.19,0.1,2.23,75.8,3.72,1490000000.0,9.61,33.75,-3.1,4.39,4.12,-2.16,8.71,2.2,0.88,1.75,1.94,-5.58,38.62,1.67,0.91,1.5,53.97,0.82,11.99,-0.63,-1.22,4.91,1
127,ATVI,2.94%,February6,1,Technology,47080000000.0,0.2469503226088169,0.03468093861764438,-0.042797926249477314,-0.009933645865994154,0.023856004655808647,3-Hold ,BUY,,B,"Activision Blizzard, Inc.",Multimedia & Graphics Software,USA,33.71,59.85,2365234.0,Today After Market EPS,5.25,12.65,15.5,67.0,23.6,3.69,9.25,26.17,6.84,6.42,10.4,3.4,0.22,0.63,Feb 06/a,67.0,0.22,26.8,23.7,3.4,9.2,13.8,11.4,5890000.0,757650000.0,3.35,0.6,-4.19,93.1,0.11,799920000.0,4.3,26.31,-1.49,5.64,-2.57,-0.96,23.01,2.1,1.1,2.03,2.56,-3.3,50.21,1.3,0.86,0.68,54.23,0.23,15.56,2.95,1.03,2.94,1
128,AVNW,0.81%,February6,1,Technology,73780000.0,0.00163954964201756,0.0001676437456505179,0.0029006282002228545,0.0016330802969605428,0.015760974420876057,3-Hold ,BUY,,B,"Aviat Networks, Inc.",Communication Equipment,USA,7.29,13.77,2629.0,Today After Market EPS,12.0,30.23,16.8,-81.2,8.19,1.05,,6.9,0.3,0.61,-6.8,1.4,0.13,,Feb 06/a,34.7,0.0,1.8,4.4,1.3,6.3,15.5,11.9,17660.0,4970000.0,0.02,5.0,0.0,54.7,-0.1,5360000.0,0.05,6.71,-3.4,-1.18,-0.25,-2.03,2.04,2.0,0.4,2.8,2.78,-16.71,11.49,0.39,0.72,-0.11,42.26,-2.29,0.85,-2.91,0.13,0.81,0
129,BKH,0.77%,February6,1,Utilities,5210000000.0,0.13094510997845127,0.012768711894750595,0.0010747772121249,0.010621283964480557,0.020125037595498725,3-Hold ,BUY,,B,Black Hills Corporation,Electric Utilities,USA,22.93,84.7,61860.0,Today After Market EPS,3.67,6.45,12.4,-47.6,22.83,2.2,397.92,,2.96,6.24,6.6,0.5,1.44,2.55,Feb 06/a,,1.31,21.6,12.3,0.4,3.1,9.5,7.9,290680.0,61050000.0,1.45,0.4,-16.54,88.3,0.21,62020000.0,3.04,9.63,10.03,8.02,1.0,7.02,25.19,2.5,0.59,1.18,1.05,0.38,28.24,0.98,0.21,0.18,74.85,4.15,9.14,7.35,0.46,0.77,0
130,BRKS,-2.35%,February6,1,Technology,2980000000.0,0.06086982416205241,0.0001842733425811665,0.0004111358381730194,0.01042660644876984,0.01752578674613899,3-Hold ,BUY,,C,"Brooks Automation, Inc.",Semiconductor Equipment & Materials,USA,175.02,39.91,58303.0,Today After Market EPS,12.0,30.94,62.5,-75.9,23.95,2.52,8.89,78.34,3.82,14.59,10.1,2.4,0.04,1.01,Feb 06/a,40.5,0.04,4.1,56.0,2.0,29.2,52.4,3.3,505460.0,72010000.0,4.47,1.6,-25.05,,0.93,75130000.0,6.37,23.42,-2.29,-10.6,3.28,-5.31,26.57,2.2,0.31,2.49,1.95,-20.83,40.23,1.12,1.39,0.76,46.06,-2.74,2.37,-4.55,-0.42,-2.35,0
131,CAE,3.18%,February6,1,Industrial Goods,8130000000.000001,0.06948682782811895,0.033370415292405864,-0.02084967058529704,-0.0073005647248608405,0.015961265871342417,1-Strong Buy ,BUY,,B,CAE Inc.,Aerospace/Defense Products & Services,Canada,31.86,30.24,120097.0,Tomorrow Before Market EPS,9.69,17.44,11.4,-4.1,25.39,4.69,48.26,,3.02,3.29,9.7,1.2,1.17,1.12,Feb 07/b,28.1,1.07,14.6,9.4,0.8,4.8,14.6,9.0,356540.0,265420000.00000003,0.39,1.1,0.0,73.3,-0.43,268620000.0,2.88,13.2,10.19,18.24,0.67,14.4,42.58,2.4,0.9,1.66,1.29,-0.56,48.06,0.46,0.78,0.17,70.83,1.96,15.56,9.09,-0.33,3.18,1
132,CBL,-11.55%,February6,1,Financial,156630000.0,0.09313111761210686,0.00014772192766291224,0.12586873553409533,0.06312061526632533,0.026899791299911158,2-Buy ,SELL,,F,"CBL & Associates Properties, Inc.",REIT - Retail,USA,,0.86,308957.0,Today After Market EPS,4.9,57.9,-35.9,-256.3,,0.2,4.53,0.91,0.2,,-4.0,,4.79,34.41,Feb 06/a,70.2,4.79,-7.1,-30.3,,-4.7,-27.6,1.7,2069999.9999999998,156510000.0,27.02,0.5,110.78,70.4,-0.17,179640000.0,20.45,-3.04,-16.16,-45.84,-1.22,-16.96,-64.84,3.7,0.41,5.19,7.58,-66.01,10.98,0.05,1.7,0.93,32.98,-10.26,-23.69,-18.03,-2.27,-11.55,0
133,CBNK,3.29%,February6,1,Financial,203820000.0,-0.020400426851665543,0.04031591506873156,0.00016418556151620578,0.0006878249914734624,0.001021601095479647,3-Hold ,BUY,,B,"Capital Bancorp, Inc.",Savings & Loans,USA,12.08,14.5,587.0,Tomorrow Before Market EPS,,11.69,,58.7,10.54,1.57,3.7,,2.44,,,,0.12,,Feb 07/b,,0.12,70.5,16.8,,1.2,11.5,37.5,12100.0,8540000.0,0.25,7.5,0.0,23.5,-2.55,13960000.0,1.75,16.8,-0.68,3.55,5.04,-1.95,22.69,2.0,0.13,2.45,3.69,-3.78,31.58,0.42,,0.41,54.42,1.35,10.45,-0.06,-1.09,3.29,1
134,CBOE,-4.30%,February6,1,Financial,13720000000.0,0.09937097950803166,-0.10686708091088803,0.13893753599556172,-0.05292122325019071,-0.0507382302435119,4-Sell ,HOLD,,A,"Cboe Global Markets, Inc.",Diversified Investments,USA,27.17,123.76,170673.0,Tomorrow Before Market EPS,1.92,5.4,21.47,-7.4,25.26,4.41,,,5.19,14.15,,,,1.16,Feb 07/b,,,,,,,,,672300.0,109960000.0,2.32,1.03,-4.8,84.39,,110860000.0,3.79,4.46,2.98,9.03,1.87,3.14,30.15,2.6,0.68,1.63,1.83,-1.01,38.08,2.0,,0.15,63.98,3.67,8.22,3.85,-0.27,-4.3,0
135,CCJ,-1.16%,February6,1,Basic Materials,3590000000.0,0.0011952983830789364,0.0004297644034068071,0.0012271604500710964,-0.24825172258230546,-0.1726630455450504,4-Sell ,BUY,,F,Cameco Corporation,Industrial Metals & Minerals,Canada,43.42,8.63,559333.0,Tomorrow Before Market EPS,9.79,378.57,-6.5,176.6,130.9,0.93,5.48,22.22,2.6,4.43,-3.0,5.6,0.21,0.68,Feb 07/b,14.5,0.21,8.0,5.8,3.9,1.3,2.1,4.3,1990000.0,395010000.0,4.1,0.2,0.0,70.1,-0.88,408840000.0,8.14,-0.11,-4.67,-12.3,4.65,-1.46,-32.23,2.4,0.75,2.76,3.35,-33.59,7.75,0.24,0.8,0.11,46.74,-0.11,-9.42,-3.14,-1.82,-1.16,0
136,CCS,11.24%,February6,1,Industrial Goods,1030000000.0,0.02665891668714591,0.0006990679765814482,0.016177766864711885,0.034641579993088575,0.026114619153617992,4-Sell ,BUY,,B,"Century Communities, Inc.",Residential Construction,USA,11.13,32.0,117625.0,Today After Market EPS,9.06,15.4,41.3,50.1,7.85,1.03,26.64,,0.43,1.23,65.9,,1.32,,Feb 06/a,18.6,1.24,6.1,3.6,,3.6,9.6,5.5,339360.0,27160000.0,13.89,1.0,-18.96,,3.35,32049999.999999996,11.12,22.32,13.68,9.03,4.34,17.0,33.89,1.7,0.97,2.95,3.38,-7.45,47.78,0.87,1.16,0.69,66.9,6.79,13.12,11.34,-0.7,11.24,1
137,CDR,3.44%,February6,1,Financial,268560000.0,0.2890484941225233,0.0006124798255768837,9.871238944469953e-06,0.00624848122606636,0.015205522402538918,2-Buy ,HOLD,,D,"Cedar Realty Trust, Inc.",REIT - Retail,USA,59.2,2.83,149984.0,Today After Market EPS,11.0,-82.5,5.8,-235.4,422.86,0.7,134.28,9.84,1.85,5.38,1.7,,1.73,6.76,Feb 06/a,66.7,1.73,27.4,3.0,,0.4,1.2,2.6,320920.0,84910000.0,0.74,1.5,-1.8,89.3,0.21,90730000.0,1.97,17.46,0.0,-10.03,10.04,0.34,-15.43,2.8,1.27,3.75,4.8,-24.47,29.68,0.12,0.96,1.35,52.76,1.81,1.14,2.58,-5.33,3.44,1
138,CIVB,-5.13%,February6,1,Financial,355950000.0,-0.05204250317845955,0.00280944217229262,0.008578681811286515,0.009549032682419542,0.01309032051479638,3-Hold ,BUY,,B,"Civista Bancshares, Inc.",Regional - Pacific Banks,USA,11.32,22.42,4806.0,Tomorrow Before Market EPS,8.0,1.78,9.7,-23.1,10.96,1.09,4.31,27.17,3.66,1.41,10.4,,0.09,1.96,Feb 07/b,,0.09,86.4,33.9,,1.5,10.7,19.7,37350.0,15090000.0,0.28,0.6,1.28,56.7,0.44,15820000.0,1.13,8.02,-2.72,-0.71,0.36,-6.25,19.17,2.5,0.34,2.19,2.69,-7.83,20.06,0.54,0.82,0.36,47.43,-1.66,1.9,-1.45,-0.73,-5.13,0
139,CNHI,-6.04%,February6,1,Industrial Goods,14200000000.0,0.059887045782358775,0.005882273942916072,0.03013775097194108,-0.05710080062150761,0.021032917085676672,5-Strong Sell ,BUY,,D,CNH Industrial N.V.,Farm & Construction Machinery,United Kingdom,8.72,9.99,742083.0,Tomorrow Before Market EPS,13.0,5.08,7.7,164.8,11.29,2.23,4.2,41.64,0.5,0.67,-2.6,,3.93,1.99,Feb 07/b,22.7,3.93,10.6,5.5,,3.4,28.5,9.9,1660000.0,994080000.0,0.95,27.11,0.0,44.49,,1410000000.0,5.67,9.12,-9.62,-13.51,0.9,-8.64,0.7,2.4,1.2,1.69,1.84,-16.68,17.12,0.25,1.35,0.1,42.79,-4.13,-2.85,-6.59,-0.7,-6.04,0
140,COLM,-3.83%,February6,1,Consumer Goods,6520000000.0,0.11744428287056508,0.02014456881027269,0.0438703377458296,0.01731175159450989,0.01428228126208304,3-Hold ,BUY,,C,Columbia Sportswear Company,Textile - Apparel Clothing,USA,19.61,94.49,158429.0,Today After Market EPS,10.9,6.1,23.4,138.7,18.64,3.67,27.08,,2.17,1.8,10.7,3.0,0.0,1.01,Feb 06/a,50.3,0.0,13.6,11.0,1.8,12.7,19.4,16.1,475080.0,13970000.0,17.19,18.0,-8.03,39.4,1.29,68680000.0,5.05,-4.36,-5.49,4.52,0.18,-5.23,1.81,1.8,0.91,1.84,1.96,-13.88,7.89,1.82,0.62,0.65,47.29,-1.45,-2.67,-1.28,-1.11,-3.83,0
141,CPST,-1.13%,February6,1,Industrial Goods,23600000.0,0.08741192613004907,,0.016522894762147192,0.01718425442281428,0.024137006127838742,3-Hold ,BUY,,D,Capstone Turbine Corporation,Industrial Electrical Equipment,USA,,2.74,5317.0,Today After Market EPS,25.0,65.8,25.2,-27.3,,1.08,1.13,,0.29,,-8.9,2.3,1.73,,Feb 06/a,14.4,1.65,-17.4,-21.9,1.6,-23.2,-81.1,-29.9,172970.0,8180000.0,3.63,3.1,9.73,12.8,-3.78,8550000.0,1.72,-60.07,-20.23,1.85,5.34,-9.8,-69.4,2.4,0.12,6.16,5.13,-74.0,45.21,0.2,0.75,0.0,37.52,-5.99,-50.6,-15.4,-1.09,-1.13,0
142,CSL,0.92%,February6,1,Consumer Goods,9360000000.0,0.006185756778514977,7.352977549349557e-05,0.0048640892084222285,0.003674436859303872,-0.004235554567663536,4-Sell ,BUY,,B,Carlisle Companies Incorporated,Rubber & Plastics,USA,20.71,160.68,67819.0,Today After Market EPS,15.0,11.9,7.7,32.0,18.13,3.44,14.22,17.12,1.97,1.38,8.8,3.0,0.59,1.23,Feb 06/a,28.3,0.59,13.2,9.7,2.3,8.5,17.7,10.0,369410.0,55950000.0,4.18,0.7,-17.73,92.5,0.13,57460000.0,6.33,17.08,0.92,2.86,3.91,0.6,46.95,2.2,0.5,1.62,1.85,-2.56,44.86,2.67,1.0,0.43,52.38,0.53,9.67,0.71,-1.79,0.92,0
143,CTHR,-28.52%,February6,1,Services,44390000.0,0.002155439999634317,0.002090815771225607,0.01653333972353721,0.010770563014375513,0.007498739606792999,3-Hold ,BUY,,A,"Charles & Colvard, Ltd.",Jewelry Stores,USA,14.43,1.51,138753.0,Today After Market EPS,30.0,62.5,16.6,237.4,11.77,0.93,3.64,110.96,1.33,0.48,4.7,4.6,0.0,,Feb 06/a,47.0,0.0,6.8,7.1,2.6,5.0,5.8,5.0,67110.0,25570000.0,0.29,6.6,-1.38,42.2,-0.25,29010000.0,1.1,7.75,7.02,15.04,1.32,7.75,61.05,2.0,5.49,3.16,2.62,-39.21,64.77,0.05,-0.63,0.65,52.86,0.44,1.56,3.43,-2.1,-28.52,0
144,DXC,-1.65%,February6,1,Technology,9000000000.0,0.4026872649148053,0.10288529578974703,0.0057653449554588105,-0.024400481431560667,-0.005795282397366463,4-Sell ,BUY,,F,DXC Technology Company,Information Technology Services,USA,,34.61,704456.0,Today After Market EPS,1.84,10.82,-6.0,-21.1,5.74,1.04,3.12,4.7,0.45,,9.8,0.9,1.07,2.43,Feb 06/a,26.4,0.9,-4.1,-6.0,0.9,-4.0,-11.7,7.6,3960000.0,254100000.0,7.63,0.6,0.64,91.6,-0.09,260820000.0,4.89,-30.51,-2.35,16.71,4.23,-8.22,-46.69,2.5,0.48,3.2,3.78,-50.23,32.86,1.18,2.01,0.7,49.33,0.26,-16.88,-3.58,-0.49,-1.65,0
145,EGAN,11.34%,February6,1,Technology,225330000.0,0.13099963766788794,0.010130301339813741,0.11501166054586065,0.05182155838701874,0.02607655566238724,3-Hold ,BUY,,B,eGain Corporation,Business Software & Services,USA,45.89,7.28,26421.0,Today After Market EPS,10.0,58.33,21.6,288.5,76.32,8.53,6.55,36.94,3.28,4.59,-0.9,1.3,0.0,,Feb 06/a,68.1,0.0,8.5,7.0,1.3,7.1,27.2,19.3,92560.0,25970000.0,0.47,0.4,-12.03,78.8,-0.14,31080000.0,1.31,4.17,-7.88,-8.34,0.28,-8.46,-5.84,2.0,0.79,2.87,3.27,-42.94,14.31,0.22,0.62,0.14,40.79,-4.07,-8.22,-6.48,0.14,11.34,1
146,EGP,0.25%,February6,1,Financial,5430000000.0,0.3947817817014376,0.009878148375264573,-0.019092736506536312,-0.012591586915732478,0.03715156950500386,3-Hold ,HOLD,,A,"EastGroup Properties, Inc.",REIT - Industrial,USA,55.96,137.11,27818.0,Today After Market EPS,7.7,5.0,18.9,2.0,52.32,4.69,54266.78,110.98,16.81,7.27,8.2,,1.02,2.19,Feb 06/a,71.6,1.01,35.5,28.1,,4.0,9.2,5.4,191830.0,38210000.0,2.16,1.3,-1.86,92.0,0.12,39530000.0,4.31,15.36,3.89,2.46,-0.48,3.47,29.6,2.7,0.4,1.25,1.36,-0.97,31.72,1.8,0.78,0.27,56.88,1.43,10.28,2.37,-0.21,0.25,0
147,EHC,0.68%,February6,1,Healthcare,7840000000.0,0.13435812343336045,0.03679626557277516,0.00760824002645677,0.005860867691687114,0.006570516487564808,3-Hold ,BUY,,C,Encompass Health Corporation,Hospitals,USA,24.79,80.01,141929.0,Today After Market EPS,4.73,-4.89,5.4,6.7,21.46,5.82,18.58,53.15,1.74,5.24,13.7,1.0,2.55,1.41,Feb 06/a,96.3,2.22,14.1,7.0,1.0,5.5,24.5,13.5,574690.0,97410000.0,2.54,1.5,0.0,94.6,3.57,98870000.0,4.31,31.8,15.05,13.48,2.77,14.47,16.95,1.9,0.67,2.05,1.75,-0.71,41.26,1.54,0.94,0.53,69.62,4.13,21.74,9.86,0.55,0.68,0
148,ENTA,1.38%,February6,1,Healthcare,1130000000.0,-0.16597943686481034,0.0006837740643926996,0.0015236573349284301,0.007985542655887912,0.00562347522944557,4-Sell ,HOLD,,F,"Enanta Pharmaceuticals, Inc.",Biotechnology,USA,25.14,56.33,59421.0,Today After Market EPS,,-187.9,4.3,-39.7,,2.38,3.36,17.08,5.49,,33.9,17.8,0.0,,Feb 06/a,,0.0,17.9,22.6,17.8,9.9,10.5,8.1,190690.0,17540000.0,13.16,5.2,-0.94,92.1,0.24,20200000.0,12.1,-21.19,-9.92,-8.98,5.78,-9.65,-30.92,2.9,0.85,2.59,2.6,-47.34,10.27,1.57,0.8,0.39,46.67,-0.02,-21.81,-7.0,0.36,1.38,0
149,EXPO,4.09%,February6,1,Services,3870000000.0,0.4613289685925598,0.20436844078566144,0.03697072635016715,-0.1064530890143942,-0.12531900671698773,3-Hold ,BUY,,A,"Exponent, Inc.",Management Services,USA,50.15,73.5,33393.0,Today After Market EPS,15.0,6.81,14.1,24.5,46.14,10.9,18.44,88.75,9.69,3.34,5.1,3.5,0.0,0.87,Feb 06/a,93.8,0.0,22.6,19.9,3.5,15.7,23.6,22.4,207830.0,51270000.0,1.67,0.8,-32.54,91.3,0.86,52420000.0,4.13,9.62,6.34,15.15,1.03,6.97,43.93,2.5,0.43,1.6,1.67,-1.87,46.63,1.23,0.39,0.31,62.68,1.7,12.86,6.33,-0.86,4.09,1
150,FARM,13.64%,February6,1,Consumer Goods,200010000.0,0.027906116143900102,0.00019965819124731103,0.0013607776995741006,0.007344601137187315,-0.01928538874773566,3-Hold ,HOLD,,D,Farmer Bros. Co.,Processed & Packaged Goods,USA,,11.56,6298.0,Today After Market EPS,30.0,-242.9,-50.7,101.6,,1.24,27.03,,0.34,,2.4,1.6,0.0,,Feb 06/a,29.2,0.53,,,0.7,,,-26.3,78090.0,13490000.0,7.17,0.8,10.49,83.1,1.74,17080000.0,12.39,-18.51,-19.63,-14.21,-2.34,-22.24,-52.28,2.7,0.31,3.81,2.74,-55.47,13.99,0.46,0.31,0.68,27.19,-6.62,-23.6,-17.24,-0.85,13.64,1
151,FE,-0.06%,February6,1,Utilities,28150000000.0,0.031497105024755,0.0017269495076886545,0.013490918184938241,0.018845130066611523,0.02144406678805429,3-Hold ,BUY,,A,FirstEnergy Corp.,Electric Utilities,USA,21.75,51.56,974874.0,Tomorrow Before Market EPS,-6.6,-1.11,9.0,-32.5,20.84,3.84,39.32,,2.54,,-5.4,0.6,2.86,3.01,Feb 07/b,73.8,2.67,20.4,10.3,0.6,2.8,16.2,7.2,3760000.0,539030000.0,1.13,0.72,0.0,90.1,-0.24,542330000.0,1.62,19.55,9.17,8.15,1.84,6.81,34.17,2.2,0.7,1.19,1.36,-1.24,34.82,0.61,0.22,-0.73,73.78,3.86,12.51,5.93,0.16,-0.06,0
152,FFG,4.54%,February6,1,Financial,1510000000.0,-0.05213077580057352,0.013650503541308959,0.00636336074967403,-0.09989398061179597,-0.047262697245400886,3-Hold ,HOLD,,F,"FBL Financial Group, Inc.",Life Insurance,USA,14.77,58.45,1507.0,Today After Market EPS,14.2,6.99,-2.2,-8.1,11.89,0.95,115.81,13.23,2.02,1.04,0.8,,0.07,3.3,Feb 06/a,,0.06,14.8,13.1,,1.0,7.3,7.4,21330.0,9840000.0,0.38,60.08,0.0,31.3,-0.14,25850000.0,1.75,0.31,-1.24,2.54,3.94,-1.17,-15.22,3.0,0.19,2.0,2.72,-16.63,10.47,1.26,0.64,0.55,56.79,2.14,-2.12,1.53,-0.19,4.54,1
153,FLT,-6.78%,February6,1,Services,28900000000.0,0.0007160075594064048,0.010521384218269043,0.09744006409823668,0.05086898255694905,0.02069428837339029,3-Hold ,BUY,,A,"FleetCor Technologies, Inc.",Business Services,USA,30.61,327.44,160911.0,Today After Market EPS,15.06,16.18,22.0,38.7,23.94,7.26,27.3,27.13,11.14,2.03,22.1,1.1,1.15,,Feb 06/a,,0.85,46.0,37.1,1.1,8.3,26.3,10.2,715730.0,85210000.0,3.57,1.5,0.0,,5.27,88420000.0,4.25,21.4,13.03,11.54,2.29,13.61,59.58,2.2,0.62,1.93,1.62,0.07,61.11,5.86,1.08,0.24,66.17,5.22,13.8,8.15,0.01,-6.78,0
154,GOOS,-2.79%,February6,1,Consumer Goods,1900000000.0,-0.037182886223100856,0.0007080895180219418,0.009570709221796798,-0.05609064789907853,0.03320330670835417,5-Strong Sell ,BUY,,D,Canada Goose Holdings Inc.,Textile - Apparel Clothing,Canada,47.38,32.78,1239295.0,Tomorrow Before Market EPS,28.57,23.1,,,50.56,16.83,,,,1.66,,,,,Feb 07/b,,,,,,,,,2470000.0,58640000.0,31.83,0.77,0.0,,,58640000.0,7.55,-24.32,-9.28,-26.89,0.34,-10.71,-40.51,1.7,1.35,3.77,4.69,-45.25,11.12,1.34,,0.09,44.29,-1.21,-18.43,-8.7,1.33,-2.79,0
155,HBI,-0.35%,February6,1,Consumer Goods,5500000000.0,-0.0900150744502233,0.002862594403723051,0.007650829172104878,0.024024727068860687,0.0394770365862635,4-Sell ,HOLD,,D,Hanesbrands Inc.,Textile - Apparel Clothing,USA,9.25,14.53,4010030.0,Tomorrow Before Market EPS,2.08,-0.11,13.2,7.0,8.31,4.35,17.24,12.86,0.79,4.44,8.0,1.7,3.12,4.1,Feb 07/b,39.5,2.82,12.8,8.3,0.7,7.6,53.3,15.6,5560000.0,357550000.0,18.79,0.8,-2.48,99.65,0.19,375100000.0,12.09,-2.53,-0.14,-7.34,2.16,-1.35,-6.09,2.7,1.95,2.87,3.8,-24.95,12.8,0.44,1.16,0.68,53.44,2.77,-6.09,-0.13,-1.39,-0.35,0
156,AIN,3.04%,February10,1,Industrial Goods,2380000000.0,-0.3100708259402641,0.0002253713766029769,0.000432933791216783,0.044330298128988935,0.031928622999061934,4-Sell ,HOLD,,C,Albany International Corp.,Textile Industrial,USA,19.51,72.17,65639.0,Today After Market EPS,9.8,-1.68,36.3,108.9,18.57,3.52,13.7,22.7,2.29,1.99,5.3,3.1,0.67,1.06,Feb 10/a,36.9,0.67,17.4,11.3,2.6,8.2,18.5,9.2,204810.0,30380000.0,1.37,0.3,-0.2,,-1.2,33110000.0,2.03,-14.47,-5.58,-15.38,2.98,-5.36,3.93,2.7,0.85,2.47,2.02,-21.53,5.68,1.78,1.59,-0.32,41.3,-2.73,-9.97,-6.63,0.85,3.04,1
157,AMKR,19.24%,February10,1,Technology,2740000000.0,0.01866909114635616,0.003258500703547421,-0.13324285701431413,-0.008155690969488205,0.022497107805126385,2-Buy ,HOLD,,B,"Amkor Technology, Inc.",Semiconductor - Integrated Circuits,USA,36.21,11.26,1121320.0,Today After Market EPS,15.38,118.04,6.2,-32.7,16.08,1.43,4.58,22.5,0.69,2.35,7.9,1.7,0.7,,Feb 10/a,15.4,0.64,4.6,1.3,1.5,1.1,2.7,7.0,953540.0,103380000.0,3.67,0.1,-50.43,37.8,-0.44,247570000.0,3.98,22.84,-15.1,-15.19,-1.51,-14.77,31.75,3.3,3.23,3.1,3.0,-26.21,75.51,0.41,1.67,0.0,37.2,-8.64,13.79,-10.75,1.53,19.24,1
158,AN,9.38%,February10,1,Services,3880000000.0,-0.0038158114434086853,0.004117052058583275,0.006488788497881615,-0.004022912874097529,0.0011003464158586046,3-Hold ,HOLD,,C,"AutoNation, Inc.",Auto Dealerships,USA,10.29,43.25,149670.0,Tomorrow Before Market EPS,0.8,8.83,7.0,7.6,9.16,1.3,86.16,11.04,0.18,12.87,4.1,0.8,0.76,,Feb 11/b,16.4,0.53,3.7,1.8,0.2,3.6,13.5,12.0,525480.0,78800000.0,9.29,0.5,-65.7,86.0,-1.92,89380000.0,13.94,-10.45,-6.02,-16.63,2.21,-10.8,16.36,3.2,0.77,2.04,2.29,-18.63,31.83,0.97,1.05,-0.3,35.42,-2.88,-6.99,-9.28,0.07,9.38,1
159,APPS,-4.80%,February10,1,Technology,521820000.00000006,0.248921368592294,0.010099447030630213,0.0145789443711692,0.010113359626666351,-0.029460462740427743,3-Hold ,STRONG BUY,,A,"Digital Turbine, Inc.",Application Software,USA,,6.33,997894.0,Today After Market EPS,25.0,26.04,38.4,88.7,24.79,10.34,20.71,39.83,4.31,,33.5,1.0,0.0,,Feb 10/a,38.0,0.0,8.4,-9.5,1.0,-12.7,-29.8,7.0,2280000.0,76040000.0,9.76,1.1,-1.45,56.2,0.21,86970000.0,3.25,3.99,-18.92,-12.79,-3.85,-15.85,139.04,1.5,1.2,5.31,5.79,-30.46,155.88,0.36,1.5,1.33,38.45,-8.33,1.69,-15.06,4.37,-4.8,0
160,ARGO,-0.51%,February10,1,Financial,2320000000.0,0.1656342154952394,0.0010319418106519151,0.0035017771553611963,0.009603464873699912,0.004960337693117051,3-Hold ,HOLD,,D,"Argo Group International Holdings, Ltd.",Property & Casualty Insurance,Bermuda,48.45,66.44,20185.0,Today After Market EPS,7.0,127.4,-13.5,110.1,19.97,1.22,16.02,11.36,1.22,6.92,4.1,,0.31,1.84,Feb 10/a,,0.31,3.8,2.7,,0.5,2.8,4.0,191020.0,33210000.0,1.27,2.8,0.0,91.5,0.28,34540000.0,2.21,-0.53,-0.71,4.73,2.59,2.36,0.75,2.6,0.39,1.62,1.86,-15.17,10.42,1.19,0.58,-0.42,48.86,-1.47,-3.17,0.13,-0.55,-0.51,0
