results,Stock Name,Change,Date,QT,Sector,Market Cap,Ticker Twitter Sentiment,Company Name Twitter Sentiment,Week's Headline Sentiment,Month's Headline Sentiment,Quarter's Headline Sentiment,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Company,Industry,Country,P/E,Price,Volume,EPS Time,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Fwd P/E,P/B,P/C,P/FCF,P/S,PEG,Sales past 5Y,Curr R,Debt/Eq,Divident,Earnings,Gross M,LTDebt/Eq,Oper M,Profit M,Quick R,ROA,ROE,ROI,Avg Volume,Float,Float Short,Insider Own,Insider Trans,Inst Own,Inst Trans,Outstanding,Short Ratio,Perf Half,Perf Month,Perf Quart,Perf Week,Perf YTD,Perf Year,Recom,Rel Volume,Volatility M,Volatility W,52W High,52W Low,ATR,Beta,Gap,RSI,SMA20,SMA200,SMA50,from Open,pricediff
0,AEY,-8.10%,13-Feb,1,Services,32.06M,0.50014639,0.007248733,0.000747978,0.001807272,0.001770745,,,,A,"ADDvantage Technologies Group, Inc.",Electronics Wholesale,USA,,3.33,"636,322",Today After Market EPS,,,-51.30%,25.70%,,1.1,26.72,,0.58,,9.00%,2.6,0,,Feb 13/a,16.50%,0,-7.10%,-9.60%,1.6,-13.00%,-16.80%,-13.40%,74.05K,4.36M,0.91%,0.10%,106.69%,10.90%,-0.09%,10.31M,0.54,65.43%,38.22%,26.94%,17.36%,26.42%,114.48%,,23.15,6.35%,7.24%,4.70%,171.54%,0.17,0.58,5.47%,74.86,38.58%,71.21%,37.31%,1.83%,-8.1
5,AMN,8.26%,13-Feb,1,Industrial Goods,3.37B,-0.333541219,0.005504322,0.000343332,0.001543915,-0.00060146,2-Buy ,BUY,,C,"AMN Healthcare Services, Inc.",General Building Materials,USA,28.01,72.7,"129,040",Today After Market EPS,7.11%,7.44%,33.40%,21.50%,21.67,4.74,82.91,19.96,1.56,3.94,16.10%,1.5,0.87,,Feb 13/a,33.20%,0.87,8.30%,5.60%,1.5,7.10%,18.30%,14.60%,260.95K,46.28M,5.06%,0.60%,-31.49%,,0.72%,47.11M,8.97,28.42%,13.64%,19.58%,2.18%,14.96%,10.63%,1.8,1.37,1.84%,1.72%,0.41%,61.63%,1.31,0.7,-0.52%,86.92,6.74%,26.97%,13.67%,2.16%,8.26
0,ANET,-6.78%,13-Feb,1,Technology,17.97B,0.146597124,0.137084251,-0.035724768,-0.011084484,-0.078057626,3-Hold ,HOLD,,C,"Arista Networks, Inc.",Diversified Computer Systems,USA,24.51,239.39,"379,259",Today After Market EPS,8.37%,-5.30%,41.80%,-31.20%,25.95,6.75,7.34,19.7,7.32,2.93,42.90%,5.9,0,,Feb 13/a,63.70%,0,33.60%,31.30%,5.4,22.80%,31.60%,14.60%,718.07K,54.83M,4.22%,0.10%,-57.45%,61.60%,-0.95%,76.65M,3.22,1.58%,11.04%,22.64%,1.98%,15.27%,-1.67%,2.7,1.45,2.25%,1.81%,-28.06%,37.51%,5.15,1.49,-0.84%,70.05,4.12%,1.89%,12.52%,2.50%,-6.78
2,ARI,-2.46%,13-Feb,1,Financial,2.85B,0.189548006,0.000293643,0.000512773,0.007777724,0.005550197,4-Sell ,HOLD,,B,"Apollo Commercial Real Estate Finance, Inc.",Mortgage Investment,USA,14.15,18.69,"338,758",Today After Market EPS,0.07%,-2.54%,3.60%,-2.40%,10.48,1.08,17.73,,6.04,199.34,39.10%,,1.37,9.96%,Feb 13/a,70.00%,1.18,56.80%,39.30%,,3.30%,7.20%,4.60%,1.00M,152.99M,6.12%,0.30%,-13.12%,68.10%,-1.71%,154.45M,9.35,-1.76%,1.76%,2.50%,-1.18%,0.98%,0.27%,3,0.9,0.85%,0.76%,-5.39%,5.03%,0.16,0.64,0.16%,60.21,1.56%,0.44%,1.47%,1.05%,-2.46
3,AUY,1.63%,13-Feb,1,Basic Materials,3.79B,-0.113402083,0.000760462,0.05989004,0.086387355,0.080850003,3-Hold ,HOLD,,A,Yamana Gold Inc.,Gold,Canada,24.52,4,"11,223,948",Today After Market EPS,17.22%,52.00%,3.80%,-50.90%,20.26,0.88,35.02,64.55,2.19,1.42,-0.50%,0.9,0.27,1.04%,Feb 13/a,48.10%,0.24,22.50%,8.70%,0.6,1.90%,3.70%,-3.10%,17.15M,947.90M,2.87%,0.20%,0.00%,60.70%,3.90%,984.22M,1.59,17.02%,7.24%,18.46%,-1.79%,-2.53%,47.51%,2.6,1.77,3.61%,3.10%,-4.76%,125.00%,0.14,0.94,1.56%,55.42,2.38%,26.84%,5.41%,2.43%,1.63
0,AXL,-9.59%,13-Feb,1,Consumer Goods,1.18B,0.369516881,,-0.00091167,0.003191611,0.043334343,3-Hold ,BUY,,F,"American Axle & Manufacturing Holdings, Inc.",Auto Parts,USA,,10.18,"567,356",Tomorrow Before Market EPS,-6.08%,42.48%,-19.30%,-117.10%,4.87,0.83,3.15,,0.17,,17.80%,1.8,2.63,,Feb 14/b,13.90%,2.61,2.90%,0.20%,1.5,0.10%,0.70%,3.00%,1.37M,110.85M,9.90%,1.45%,0.00%,,-1.23%,114.33M,8.02,36.23%,14.25%,-4.70%,1.57%,-3.90%,-27.89%,1.9,1.11,4.47%,4.72%,-40.81%,73.57%,0.48,2.41,-1.93%,56.8,6.15%,2.81%,2.19%,0.39%,-9.59
5,AYX,9.40%,13-Feb,1,Technology,9.44B,0.144091713,0.001137198,-0.00179278,0.00456957,0.030919084,1-Strong Buy ,BUY,,A,"Alteryx, Inc.",Application Software,USA,332.24,146.26,"973,918",Today After Market EPS,39.80%,40.75%,,235.90%,178.25,24.22,10.79,451.48,25.42,8.35,,5.2,1.79,,Feb 13/a,90.90%,1.61,6.40%,9.50%,5.2,4.40%,10.50%,6.80%,1.54M,50.90M,15.12%,0.50%,-50.80%,91.60%,0.64%,64.40M,5,8.27%,21.18%,55.79%,8.36%,46.42%,107.65%,1.9,1.7,4.34%,4.19%,-1.16%,126.39%,5.69,,-0.62%,71.36,7.20%,31.23%,23.52%,0.32%,9.4
1,AZN,-3.51%,13-Feb,1,Healthcare,132.53B,0.166257374,0.0004223,-0.02921989,-0.012908499,-0.044085327,3-Hold ,STRONG BUY,,B,AstraZeneca PLC,Drug Manufacturers - Major,United Kingdom,61.59,49.7,"1,512,256",Tomorrow Before Market EPS,17.50%,14.10%,-3.60%,-9.60%,23.84,10.69,27.73,,5.49,3.52,-3.10%,0.9,1.49,2.82%,Feb 14/b,80.50%,1.45,14.20%,8.50%,0.7,3.40%,16.90%,10.90%,2.61M,2.62B,0.15%,0.50%,0.00%,18.80%,0.24%,2.67B,1.54,10.52%,-0.18%,5.76%,-0.30%,-0.56%,33.28%,1.5,1.57,1.11%,1.06%,-3.64%,35.87%,0.63,0.52,-1.55%,51.8,-0.15%,11.53%,0.43%,1.77%,-3.51
1,BFAM,-4.60%,13-Feb,1,Services,10.08B,0.038603754,0.007001208,0.041152738,-0.06607649,0.016955571,3-Hold ,BUY,,A,Bright Horizons Family Solutions Inc.,Personal Services,USA,56.51,172.78,"78,609",Today After Market EPS,13.00%,14.40%,68.70%,19.80%,41.38,11.14,207.91,45.2,4.99,4.35,9.30%,0.5,1.16,,Feb 13/a,25.40%,1.15,13.10%,8.90%,0.5,5.90%,21.20%,10.60%,256.24K,57.40M,1.11%,1.10%,-10.88%,,-0.06%,58.64M,2.5,10.26%,5.14%,19.43%,2.26%,14.42%,46.39%,2.3,0.87,1.37%,1.22%,0.49%,46.79%,2.36,0.26,-0.33%,77.99,4.68%,14.44%,9.42%,0.99%,-4.6
4,BIO,4.23%,13-Feb,1,Healthcare,11.35B,0.015457957,0.00658034,0.001586564,0.00195355,0.027966252,4-Sell ,STRONG BUY,,B,"Bio-Rad Laboratories, Inc.",Medical Laboratories & Research,USA,35.59,377.9,"18,441",Today After Market EPS,19.60%,18.76%,31.20%,502.10%,43.98,2.18,11.59,41.67,4.92,1.82,1.40%,4.7,0.09,,Feb 13/a,54.80%,0.09,-2.60%,16.30%,3.4,5.50%,7.70%,-6.60%,206.24K,21.50M,2.67%,3.30%,-1.17%,78.80%,0.73%,30.21M,2.79,15.12%,-2.23%,7.33%,1.18%,1.50%,45.52%,1.5,0.43,1.69%,1.45%,-3.61%,47.17%,6.97,1.12,-0.66%,58.61,1.58%,12.41%,1.83%,1.07%,4.23
4,BKI,5.02%,13-Feb,1,Financial,10.22B,0.041403837,0.139831684,0.001324078,0.036829964,0.008677134,3-Hold ,BUY,,B,"Black Knight, Inc.",Asset Management,USA,73.69,69.75,"292,822",Today After Market EPS,8.69%,4.92%,21.29%,144.30%,34.01,5.45,1043.27,37.81,8.79,8.48,,1.3,0.87,,Feb 13/a,,0.84,24.30%,11.60%,1.3,3.50%,7.40%,7.30%,1.27M,142.73M,2.22%,3.90%,0.00%,92.80%,1.50%,148.39M,2.49,12.25%,4.36%,21.24%,0.97%,6.85%,34.91%,2.2,0.62,1.50%,1.29%,0.38%,42.26%,1.02,,-0.36%,73.15,3.96%,13.06%,7.16%,1.61%,5.02
5,BL,7.02%,13-Feb,1,Technology,3.51B,0.078430994,0.031880561,0.004998833,0.014334652,0.030969875,3-Hold ,BUY,,B,"BlackLine, Inc.",Application Software,USA,,63.54,"275,594",Today After Market EPS,50.00%,38.34%,-8.80%,18.60%,122.91,8.87,5.88,166.3,12.95,,48.10%,3.9,0,,Feb 13/a,78.70%,0.96,-11.70%,-11.40%,3.9,-4.90%,-9.00%,-9.30%,384.21K,47.58M,12.88%,0.80%,-45.36%,96.20%,0.89%,55.33M,15.95,21.56%,13.94%,27.73%,3.37%,23.00%,30.49%,2.4,1.91,3.04%,2.29%,-2.68%,50.53%,1.72,0.7,-0.46%,70.75,3.71%,23.64%,13.40%,0.70%,7.02
2,BLIN,0.00%,13-Feb,1,Technology,4.17M,0.184377053,,0.00059833,0.000840467,-0.000953258,,,,F,"Bridgeline Digital, Inc.",Application Software,USA,,1.63,"250,024",Today After Market EPS,,,54.00%,90.80%,,0.92,13.91,,0.42,,-16.00%,0.4,0,,Feb 13/a,46.10%,0,,-98.40%,0.4,-78.70%,,-297.40%,102.18K,2.60M,3.83%,7.21%,0.00%,4.00%,,2.71M,0.97,-19.79%,4.75%,7.69%,3.36%,0.00%,-87.37%,,7.5,7.83%,10.09%,-90.00%,20.30%,0.12,1.86,1.30%,54.03,3.51%,-30.69%,2.39%,2.56%,0
3,BLX,2.43%,13-Feb,1,Financial,624.12M,0.005483106,0.001093783,0.000380374,-0.065535919,-0.010385185,,BUY,,B,"Banco Latinoamericano de Comercio Exterior, S.A",Foreign Money Center Banks,Panama,9.28,19.97,"23,783",Tomorrow Before Market EPS,8.47%,9.74%,-33.70%,-86.50%,8.4,0.78,0.58,2.57,2.2,1.1,4.70%,,1.42,7.75%,Feb 14/b,,1.42,39.00%,29.90%,,1.20%,8.50%,4.40%,82.34K,21.71M,2.80%,24.80%,0.00%,51.60%,-0.49%,31.41M,7.38,-0.55%,-10.46%,-9.97%,-2.65%,-7.06%,6.94%,2.5,0.77,2.05%,2.16%,-12.98%,13.59%,0.46,1.22,-0.50%,34.45,-5.43%,-3.26%,-6.80%,1.01%,2.43
0,CARG,-23.24%,13-Feb,1,Services,3.97B,0.006893389,0.000315967,0.120699901,0.062683174,0.035639185,4-Sell ,BUY,,D,"CarGurus, Inc.",Auto Dealerships,USA,82.99,34.86,"382,510",Today After Market EPS,48.50%,36.23%,,737.00%,52.34,16.25,24.18,76.56,7.14,1.71,,2.8,0,,Feb 13/a,94.10%,0,6.30%,8.50%,2.8,14.30%,21.80%,32.40%,917.14K,75.19M,15.26%,3.30%,-37.54%,,1.53%,115.37M,12.51,6.20%,-1.23%,-8.89%,0.09%,-2.10%,-13.58%,2.1,1.25,3.38%,2.95%,-23.10%,21.45%,1.14,,-1.05%,45.85,-2.36%,-1.45%,-4.14%,2.10%,-23.24
5,CC,18.24%,13-Feb,1,Basic Materials,2.66B,-0.124062022,0.040400838,0.00958713,-0.020167597,0.006690714,4-Sell ,BUY,,F,The Chemours Company,Specialty Chemicals,USA,6.53,15.7,"958,663",Today After Market EPS,,31.38%,18.20%,31.30%,4.93,3.05,3.84,,0.47,,-0.70%,1.7,4.97,6.41%,Feb 13/a,23.30%,4.79,9.80%,7.20%,1,5.50%,46.80%,19.60%,2.64M,162.09M,8.96%,0.30%,-28.16%,78.40%,-0.34%,170.72M,5.51,23.73%,-7.70%,-19.80%,5.12%,-13.82%,-59.53%,2.5,1,5.10%,5.20%,-62.33%,33.82%,0.81,2.5,-0.77%,51.81,2.21%,-14.09%,-4.70%,1.29%,18.24
5,CGC,14.40%,13-Feb,1,Healthcare,6.84B,0.059253819,0.066386236,-0.036067038,-0.018378117,-0.018378117,3-Hold ,,,D,Canopy Growth Corporation,Drug Manufacturers - Other,Canada,,20.05,"3,073,748",Tomorrow Before Market EPS,,,,,,3.72,,,,,,,,,Feb 14/b,,,,,,,,,9.44M,218.80M,21.31%,,,,,348.33M,4.94,-42.54%,-14.97%,-3.20%,-9.32%,-6.83%,-55.18%,,0.88,6.55%,6.16%,-62.03%,44.99%,1.42,,-1.48%,41.81,-11.01%,-30.34%,-4.96%,3.43%,14.4
2,CGNX,-0.09%,13-Feb,1,Technology,9.75B,0.006887437,,-0.012822076,-0.002274826,0.005789362,4-Sell ,HOLD,,D,Cognex Corporation,Scientific & Technical Instruments,USA,53.43,53.9,"290,472",Today After Market EPS,15.00%,26.51%,28.00%,-19.80%,52.51,7.56,23.56,48.87,13.01,3.56,21.30%,7.7,0,0.40%,Feb 13/a,73.60%,0,22.70%,22.60%,6.9,12.60%,14.20%,19.10%,886.68K,162.83M,4.07%,4.72%,-8.75%,93.80%,0.23%,177.67M,7.47,21.83%,-2.95%,3.65%,-0.54%,-2.09%,11.21%,2.9,0.88,2.75%,2.81%,-8.81%,34.89%,1.62,1.98,-1.53%,47.9,-2.00%,10.75%,-1.26%,-0.19%,-0.09
0,CRY,-7.59%,13-Feb,1,Healthcare,1.13B,-0.296413818,0.000241504,0.010794886,0.019733481,0.028429973,3-Hold ,STRONG BUY,,D,"CryoLife, Inc.",Medical Appliances & Equipment,USA,855.71,30.27,"109,644",Today After Market EPS,2.00%,34.75%,-16.50%,-184.50%,78.82,4.02,30.78,60.74,4.12,427.86,13.30%,4.3,0.8,,Feb 13/a,66.20%,0.79,5.90%,0.60%,3.2,0.30%,0.60%,2.50%,173.07K,36.06M,3.59%,1.00%,-4.52%,77.40%,-0.55%,37.72M,7.49,14.75%,4.68%,28.27%,-1.64%,10.56%,-1.71%,1.3,1.7,2.34%,2.53%,-8.18%,45.95%,0.7,0.74,-0.13%,62.33,0.68%,9.75%,8.54%,1.30%,-7.59
2,CSS,0.00%,13-Feb,1,Services,83.11M,0.126724303,,0.000235404,0.000764797,0.000663765,,HOLD,,B,"CSS Industries, Inc.","Specialty Retail, Other",USA,,9.37,"33,421",Today After Market EPS,5.00%,,-38.20%,-52.90%,,0.47,15.98,19.33,0.23,,3.60%,1.6,0.28,8.54%,Feb 13/a,25.00%,0,-7.70%,-11.40%,0.8,-12.30%,-21.60%,-23.40%,99.02K,6.43M,0.73%,27.55%,0.00%,57.80%,-7.10%,8.87M,0.47,94.00%,106.39%,99.36%,0.00%,112.47%,25.77%,3,0.9,2.10%,0.25%,-0.21%,164.69%,0.23,0.83,0.00%,87.83,8.55%,81.81%,54.40%,0.00%,0
2,CTT,-0.50%,13-Feb,1,Industrial Goods,544.72M,0.322342784,0.001405257,0.000580942,0.001819122,0.012873773,3-Hold ,BUY,,B,"CatchMark Timber Trust, Inc.","Lumber, Wood Production",USA,,10.98,"48,730",Today After Market EPS,,89.70%,-19.80%,-648.90%,,2.63,31.85,,5.42,,25.00%,,2.21,4.91%,Feb 13/a,51.00%,2.21,,,,-16.00%,-46.00%,-13.30%,181.91K,47.05M,1.15%,0.30%,0.00%,81.70%,-0.84%,49.52M,2.97,10.11%,1.66%,-3.68%,6.38%,-4.10%,18.28%,2,0.75,1.96%,1.96%,-12.36%,21.44%,0.22,1.3,0.00%,57.45,2.98%,3.70%,-0.97%,-0.09%,-0.5
2,CXP,-0.93%,13-Feb,1,Financial,2.59B,0.114384023,,0.011643179,0.006770745,0.008950968,3-Hold ,HOLD,,D,"Columbia Property Trust, Inc.",REIT - Office,USA,72.82,22.41,"50,374",Today After Market EPS,,-62.50%,-16.60%,-94.60%,740.33,0.96,17.59,,8.78,,-10.80%,,0.42,3.78%,Feb 13/a,69.20%,0.42,10.40%,12.10%,,0.90%,1.30%,1.30%,644.48K,115.85M,1.59%,0.70%,0.00%,81.90%,2.00%,116.82M,2.86,4.42%,5.26%,7.04%,4.17%,6.22%,-2.33%,2.6,0.21,1.49%,1.68%,-3.45%,14.13%,0.35,0.88,-0.14%,70.75,3.02%,5.62%,6.35%,1.04%,-0.93
1,DDOG,-5.13%,13-Feb,1,Technology,14.44B,0.059256659,-0.005677995,0.00333014,-0.002138081,0.010098768,3-Hold ,BUY,,,"Datadog, Inc.",Application Software,USA,,48.64,"1,073,430",Today After Market EPS,,16.70%,,-318.60%,,35.22,18.98,,46.48,,,4.9,0,,Feb 13/a,74.60%,0,-7.90%,-7.80%,4.9,,,15.20%,2.43M,26.01M,13.16%,1.50%,-18.21%,,2.07%,288.75M,1.41,,22.15%,49.06%,9.36%,32.37%,,2.4,1.23,5.60%,4.16%,-3.25%,76.01%,2.45,,-1.32%,64.03,9.16%,28.09%,19.80%,-1.74%,-5.13
4,DLR,3.72%,13-Feb,1,Financial,26.66B,0.072446298,0.000918996,0.002988183,0.004618963,0.01267579,3-Hold ,BUY,,B,"Digital Realty Trust, Inc.",REIT - Office,USA,127.05,127.25,"553,748",Today After Market EPS,16.66%,16.25%,-10.60%,22.20%,80.72,3.18,3702.8,113.21,8.33,7.63,15.50%,,1.33,3.40%,Feb 13/a,63.10%,1.33,16.80%,6.50%,,0.90%,2.50%,2.80%,1.57M,208.37M,11.96%,0.04%,-22.24%,,1.02%,209.84M,15.82,5.71%,4.16%,8.91%,2.58%,6.10%,13.83%,2,0.96,1.66%,1.68%,-6.57%,15.52%,2.16,0.49,-0.44%,61.97,1.51%,4.64%,5.28%,0.70%,3.72
5,DXCM,15.30%,13-Feb,1,Healthcare,22.46B,0.120267586,0.005223519,0.049753563,0.051008431,0.035895627,2-Buy ,BUY,,B,"DexCom, Inc.",Medical Laboratories & Research,USA,,248.75,"225,659",Today After Market EPS,78.30%,31.94%,-28.10%,-324.80%,130.3,29.39,15.71,441.25,16.62,,45.20%,5.6,1.39,,Feb 13/a,63.30%,1.39,-9.20%,-12.70%,5.3,-8.40%,-24.60%,-11.10%,830.76K,91.13M,5.22%,0.80%,-24.41%,,-0.02%,91.30M,5.72,56.39%,4.31%,19.60%,3.13%,12.46%,61.07%,1.6,0.79,2.93%,2.62%,-0.73%,131.62%,7.24,0.8,-0.80%,69.61,4.47%,44.28%,9.07%,1.98%,15.3
2,ENB,-0.26%,13-Feb,1,Basic Materials,87.11B,-0.057627618,-0.092845073,0.025195427,0.014328127,0.002245641,2-Buy ,BUY,,B,Enbridge Inc.,Oil & Gas Pipelines,Canada,19.96,42.17,"1,431,656",Tomorrow Before Market EPS,4.65%,-1.50%,21.90%,360.60%,21.8,1.88,141.99,,2.35,4.29,7.10%,0.6,1.08,5.67%,Feb 14/b,36.50%,0.99,16.20%,11.50%,0.5,3.40%,9.20%,3.60%,3.21M,2.02B,0.75%,9.20%,0.00%,70.50%,0.16%,2.02B,4.72,25.28%,6.93%,14.04%,2.97%,8.27%,20.72%,2.3,1.2,1.05%,1.15%,-2.25%,30.87%,0.49,0.68,-1.70%,64.55,2.05%,14.91%,5.34%,-0.35%,-0.26
1,ESNT,-4.40%,13-Feb,1,Financial,5.08B,0.005196717,0.000197602,-0.07939503,0.004109461,0.119769773,2-Buy ,BUY,,B,Essent Group Ltd.,Mortgage Investment,Bermuda,9.41,52,"174,833",Tomorrow Before Market EPS,11.85%,8.54%,43.50%,54.10%,8.48,1.76,102.42,9.06,6.11,0.79,40.50%,,0.08,1.16%,Feb 14/b,,0.08,77.80%,64.60%,,15.60%,20.60%,18.40%,516.16K,95.66M,0.96%,0.60%,-11.73%,95.70%,0.64%,98.60M,1.78,11.06%,2.08%,-3.39%,-0.66%,-0.90%,21.39%,1.8,1.04,1.80%,2.07%,-7.00%,23.41%,0.98,1.22,-0.41%,52.45,1.15%,4.55%,-0.25%,1.21%,-4.4
5,EXPE,11.23%,13-Feb,1,Services,16.32B,0.111981409,-0.048496092,-0.000124914,-0.019643767,-0.026750964,3-Hold ,BUY,,D,"Expedia Group, Inc.",Lodging,USA,33.24,111.78,"734,660",Today After Market EPS,7.27%,13.87%,9.70%,14.10%,16.08,3.9,3.66,16.65,1.37,4.57,18.70%,0.8,1.18,1.23%,Feb 13/a,82.50%,1,7.10%,4.30%,0.8,2.50%,12.10%,8.00%,2.73M,137.83M,5.10%,0.40%,-10.53%,98.60%,-1.64%,147.07M,2.58,-14.08%,0.34%,12.01%,-0.12%,2.62%,-12.33%,2.5,0.73,1.91%,1.46%,-22.68%,19.05%,2.18,1.01,-0.87%,52.87,0.95%,-8.86%,1.63%,1.22%,11.23
2,FNF,-2.01%,13-Feb,1,Financial,13.13B,0.06025255,-0.12812546,0.062127284,0.050982466,0.031560318,3-Hold ,BUY,,A,"Fidelity National Financial, Inc.",Surety & Title Insurance,USA,16.17,45.07,"1,808,387",Today After Market EPS,8.10%,-0.30%,7.00%,49.00%,13.32,2.38,8.58,24.31,1.68,2,0.40%,,0.16,2.95%,Feb 13/a,,0.16,13.30%,9.80%,,7.70%,15.70%,12.30%,1.49M,261.17M,1.27%,2.40%,-11.04%,84.20%,-1.42%,293.39M,2.22,2.29%,-3.39%,-4.56%,-8.73%,-1.32%,24.34%,2,3.39,1.48%,2.33%,-8.50%,32.85%,0.85,0.82,-0.94%,34.22,-5.40%,2.66%,-3.55%,1.71%,-2.01
1,FORR,-3.63%,13-Feb,1,Services,842.84M,0.17680769,0.002990155,0.000136421,0.000780057,0.047224702,3-Hold ,BUY,,D,"Forrester Research, Inc.",Research Services,USA,,45.06,"16,430",Today After Market EPS,12.00%,18.06%,7.10%,-6.50%,23.98,5.57,,25.85,1.93,,3.70%,0.6,0.89,1.80%,Feb 13/a,57.40%,0.84,0.20%,-2.10%,0.6,-1.60%,-6.10%,9.70%,64.08K,10.70M,3.15%,0.30%,-0.14%,55.00%,-0.03%,19.00M,5.26,24.47%,2.35%,23.09%,1.91%,6.38%,-4.79%,2,0.7,2.15%,1.85%,-13.24%,45.97%,0.94,0.84,-0.52%,65.95,4.96%,9.46%,6.31%,1.74%,-3.63
5,GDDY,9.48%,13-Feb,1,Technology,12.16B,0.006110621,0.212467925,0.005479521,0.04183228,0.041832509,1-Strong Buy ,BUY,,C,GoDaddy Inc.,Internet Software & Services,USA,108.91,70.72,"314,227",Today After Market EPS,37.00%,44.88%,18.30%,-34.20%,66.76,18.56,12.28,20.96,4.19,2.94,18.70%,0.8,3.6,,Feb 13/a,66.00%,3.57,5.40%,4.10%,0.8,1.90%,14.40%,5.00%,1.27M,170.27M,3.88%,0.30%,-6.36%,,-1.12%,171.55M,5.18,10.69%,-2.42%,2.77%,3.44%,4.39%,0.14%,1.9,0.67,2.23%,1.93%,-14.17%,17.87%,1.58,0.66,-0.94%,55.33,0.42%,2.39%,2.19%,0.58%,9.48
2,GMDA,0.00%,13-Feb,1,Healthcare,156.54M,0.060259563,,0.012096767,0.012096767,0.006358896,3-Hold ,BUY,,D,Gamida Cell Ltd.,Biotechnology,Israel,,4.7,"4,985",Tomorrow Before Market EPS,,-35.00%,,-171.40%,,2.45,2.3,,,,,7.6,0,,Feb 14/b,,0,,,7.6,-65.20%,-157.60%,,30.67K,15.99M,0.01%,52.50%,0.00%,28.80%,,33.75M,0.04,38.87%,4.46%,-6.49%,-0.25%,7.87%,-67.06%,1.8,0.43,3.82%,2.03%,-67.05%,60.27%,0.19,,3.49%,54.47,2.59%,-6.44%,1.11%,-2.17%,0
3,HE,0.41%,13-Feb,1,Utilities,5.30B,-0.053349632,0.000268073,0.150714487,0.100509416,0.032023246,2-Buy ,SELL,,A,"Hawaiian Electric Industries, Inc.",Electric Utilities,USA,27.7,49.06,"184,788",Today After Market EPS,3.30%,3.95%,1.60%,7.40%,24.26,2.36,29.93,,1.82,8.39,-2.40%,,0.97,2.64%,Feb 13/a,11.40%,0.9,11.40%,6.90%,,1.50%,9.10%,6.50%,370.36K,107.91M,3.71%,0.98%,-0.79%,57.00%,0.09%,109.11M,10.8,9.57%,5.27%,12.96%,0.37%,3.61%,28.85%,3.8,1.35,1.16%,0.93%,-1.19%,31.51%,0.53,0.28,0.37%,67.16,1.64%,10.03%,5.04%,0.64%,0.41
3,HTA,2.54%,13-Feb,1,Financial,6.74B,0.117457614,0.000982853,0.000326523,0.004358101,0.005569046,4-Sell ,BUY,,B,"Healthcare Trust of America, Inc.",REIT - Healthcare Facilities,USA,186.61,32.87,"378,438",Today After Market EPS,,57.73%,36.90%,194.60%,93.57,2.12,530.87,102.78,9.8,,16.70%,,0.85,3.88%,Feb 13/a,69.00%,0.85,19.20%,5.30%,,0.60%,1.10%,2.60%,1.46M,206.22M,6.48%,0.30%,-23.84%,,14.54%,207.64M,9.18,17.22%,6.22%,11.66%,1.88%,7.23%,16.01%,2,0.7,1.47%,1.33%,0.46%,24.50%,0.48,0.39,-0.15%,70.74,2.89%,12.94%,6.85%,1.42%,2.54
5,IMGN,26.68%,13-Feb,1,Healthcare,961.96M,0.004405644,0.000313032,0.001728737,0.003118447,0.025171064,4-Sell ,BUY,,C,"ImmunoGen, Inc.",Biotechnology,USA,,5.25,"946,501",Tomorrow Before Market EPS,,23.10%,-7.60%,-23.20%,,,4.7,,18.94,,-2.30%,2.6,,,Feb 14/b,,,,,,-51.90%,352.60%,,2.97M,172.18M,5.24%,0.10%,0.00%,60.30%,-0.81%,183.58M,3.04,81.94%,18.02%,61.23%,4.28%,2.64%,-2.24%,2.4,0.88,8.51%,7.63%,-14.37%,198.01%,0.36,2.62,0.19%,60.89,9.52%,68.59%,13.00%,-0.10%,26.68
2,ITIC,-0.75%,13-Feb,1,Financial,316.11M,-0.074942595,0.007633496,0.001843354,0.001588638,0.001332776,,,,D,Investors Title Company,Surety & Title Insurance,USA,15.52,168.3,"7,901",Tomorrow Before Market EPS,4.00%,,10.30%,7.20%,,1.6,7.18,,1.93,3.88,4.90%,,0,0.97%,Feb 14/b,,0,16.00%,12.40%,,7.90%,10.90%,14.80%,9.61K,1.29M,0.71%,0.20%,0.00%,48.70%,0.54%,1.91M,0.95,17.02%,-0.24%,10.29%,3.59%,3.96%,5.86%,,2.39,2.06%,3.02%,-3.18%,31.83%,3.98,0.6,0.01%,67.12,3.96%,9.34%,4.88%,1.65%,-0.75
1,LBTYA,-5.07%,13-Feb,1,Services,13.51B,0.013701548,0.00051809,0.001111359,-0.014069591,-0.049981773,2-Buy ,HOLD,,D,Liberty Global Plc,CATV Systems,United Kingdom,,21.09,"431,925",Today After Market EPS,,67.70%,17.50%,82.00%,,1.11,1.83,3.71,1.18,,-1.90%,1.3,1.99,,Feb 13/a,58.10%,1.75,5.20%,,1.3,24.80%,191.90%,1.00%,1.69M,592.71M,1.72%,0.70%,-0.50%,95.80%,0.05%,629.94M,6.02,-19.94%,3.25%,-13.44%,1.76%,-5.72%,-13.62%,2.7,0.68,2.80%,3.08%,-26.28%,7.16%,0.6,1.31,-0.33%,50.85,1.45%,-14.65%,-2.06%,-1.26%,-5.07
